MODEL;MSAN;RIN;IP;TYPE;ITEM;DESCRIPTION;PRIORITY;COMMENTS
Zhone;GRS-A51-1;a51-rin-247;10.209.1.247;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A59-3;a59-rin-81;10.209.1.82;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A59-3;a59-rin-81;10.209.1.82;CARD;12: MXK 24 PORT VDSL2 POTS;CONFIGURING;Critical;Cartao com falha inoperante
Zhone;GRS-A51-0;a51-rin-246;10.209.1.246;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Milegate;GRS-A35-2-99;a35-rin-77;10.209.1.77;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;GRS-A34-0;a34-rin-54;10.209.1.54;SYSTEM;alarm-2;Temperatura Alta;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;GRS-A34-0;a34-rin-54;10.209.1.54;SYSTEM;alarm-7;Porta baterias;Minor;""
Milegate;GRS-A31;a31-rin-14;10.209.1.14;SYSTEM;alarm-5;Porta Equipamentos;Critical;""
Milegate;GRS-A56-4;a56-rin-229;10.209.1.229;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A56-4;a56-rin-229;10.209.1.229;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;GRS-A56-4;a56-rin-229;10.209.1.229;SYSTEM;alarm-1;Door_Open;Minor;""
Milegate;GRS-A33-0;a33-rin-22;10.209.1.22;SYSTEM;alarm-5;Porta Equipamentos;Major;""
Milegate;GRS-A33-0;a33-rin-22;10.209.1.22;SYSTEM;alarm-6;Porta Fusiveis;Major;""
Milegate;GRS-A54-0;a54-rin-230;10.209.1.230;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;GRS-A49-5;a49-rin-212;10.209.1.212;SYSTEM;alarm-10;"";Warning;""
Milegate;GRS-A30-0;a30-rin-50;10.209.1.50;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;GRS-A30-0;a30-rin-50;10.209.1.50;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A30-0;a30-rin-50;10.209.1.50;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;GRS-A30-0;a30-rin-50;10.209.1.50;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;GRS-A30-0;a30-rin-50;10.209.1.50;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;GRS-A30-0;a30-rin-50;10.209.1.50;SYSTEM;alarm-5;Porta Equipamentos;Major;""
Milegate;GRS-A36;a36-rin-90;10.209.1.90;SYSTEM;alarm-5;Porta Equipamentos;Major;""
Milegate;GRS-A36;a36-rin-90;10.209.1.90;SYSTEM;alarm-7;Porta Baterias;Critical;""
Milegate;GRS-A36-2;a36-rin-92;10.209.1.92;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;GRS-A52-3;a52-rin-253;10.209.2.1;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;GRS-A48-4;a48-rin-207;10.209.1.207;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;GRS-A58-4;a58-rin-262;10.209.2.9;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;GRS-A58-4;a58-rin-262;10.209.2.9;SYSTEM;alarm-1;Porta equipamento;Minor;""
Milegate;GRS-A58-4;a58-rin-262;10.209.2.9;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;GRS-A35-0;a35-rin-74;10.209.1.74;SYSTEM;alarm-5;"";Major;""
Milegate;GRS-A35-0;a35-rin-74;10.209.1.74;SYSTEM;alarm-7;Porta Baterias;Critical;""
Milegate;GRS-A34-1;a34-rin-55;10.209.1.55;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;GRS-A42-1;a42-rin-31;10.209.1.31;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;GRS-A28-0;a28-rin-94;10.209.1.94;SYSTEM;FAN tray;Total Fan Breakdown;Critical;Bandeja de FANs do shelf inoperante
Milegate;GRS-A28-0;a28-rin-94;10.209.1.94;SYSTEM;alarm-1;porta DG;Minor;""
Milegate;GRS-A28-0;a28-rin-94;10.209.1.94;SYSTEM;alarm-2;Temperatura Alta;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;GRS-A28-0;a28-rin-94;10.209.1.94;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;GRS-A28-0;a28-rin-94;10.209.1.94;SYSTEM;alarm-6;porta Fusiveis;Major;""
Milegate;GRS-A28-0;a28-rin-94;10.209.1.94;SYSTEM;alarm-7;porta Bateria;Critical;""
Milegate;GRS-A55-4;a55-rin-237;10.209.1.237;SYSTEM;alarm-1;Door_Open;Minor;""
Milegate;GRS-A53;a53-rin-257;10.209.2.5;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A53;a53-rin-257;10.209.2.5;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;GRS-A47-99;a47-rin-66;10.209.1.66;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;GRS-A47-99;a47-rin-66;10.209.1.66;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A47-99;a47-rin-66;10.209.1.66;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;GRS-A47-99;a47-rin-66;10.209.1.66;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;GRS-A51-4;a51-rin-249;10.209.1.249;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A50;a50-rin-223;10.209.1.223;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A50;a50-rin-223;10.209.1.223;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Zhone;GRS-A66-0;a66-rin-315;10.209.2.66;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A66-1;a66-rin-316;10.209.2.67;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A82-1;a82-rin-342;10.209.1.64;CARD;b: MXK FOUR GIGE;NOT_PROV;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A67-0;a67-rin-293;10.209.2.46;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A68-0;a68-rin-320;10.209.2.114;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A87-1;a87-rin-526;10.209.2.32;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A81-0;a81-rin-376;10.209.2.78;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A65-1;a65-rin-292;10.209.2.43;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;GRS-A67-1;a67-rin-294;10.209.2.47;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A67-1;a67-rin-294;10.209.2.47;CARD;16: MXK 24 PORT VDSL2 POTS;FAULT;Critical;Cartao com falha inoperante
Zhone;GRS-A83-1;a83-rin-518;10.209.1.60;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;GRS-A89-0;a89-rin-548;10.209.2.142;SYSTEM;Shelf;power_supply_b_failure;Minor;""
Zhone;GRS-A89-0;a89-rin-548;10.209.2.142;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Milegate;GRS-A68-6;a68-rin-438;10.209.2.117;SYSTEM;FAN Tray;Unit Not Available;Critical;Bandeja de ventilacao do shelf esta inoperante
Milegate;GRS-A68-6;a68-rin-438;10.209.2.117;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A84-5;a84-rin-511;10.209.2.17;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A83-5;a83-rin-519;10.209.1.61;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A74-6;a74-rin-313;10.209.2.104;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A80-0;a80-rin-356;10.209.2.70;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A76-SIP;a76-rin-129;10.209.2.113;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A74-5;a74-rin-530;10.209.2.105;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A82-5;a82-rin-471;10.209.1.65;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A86-5;a86-rin-323;10.209.2.136;CARD;unit-13;COGE3 R1G Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A73-6;a73-rin-483;10.209.2.101;CARD;unit-13;COGE3 R1J Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A68-5;a68-rin-335;10.209.2.116;CARD;unit-13;COGE3 R1G Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A77-5;a77-rin-337;10.209.2.132;CARD;unit-13;COGE3 R1G Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-I03-0;i03-rin-430;10.209.1.138;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A85;a85-rin-513;10.209.2.27;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A83-0;a83-rin-516;10.209.1.58;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A77-4;a77-rin-373;10.209.2.131;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A80;a80-rin-357;10.209.2.71;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-I03-99;i03-rin-139;10.209.1.139;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;GRS-A73-5;a73-rin-426;10.209.2.100;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A82-4;a82-rin-381;10.209.1.63;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A84-4;a84-rin-509;10.209.2.15;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A69-4;a69-rin-325;10.209.2.123;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A73-4;a73-rin-345;10.209.2.99;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A73-4;a73-rin-345;10.209.2.99;CARD;unit-13;SUV11 R1E Plugged;Critical;Cartao com falha inoperante
Milegate;GRS-A75-4;a75-rin-369;10.209.2.107;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A76-4;a76-rin-361;10.209.2.111;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A68-4;a68-rin-321;10.209.2.115;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A76-5;a76-rin-336;10.209.2.112;CARD;unit-13;COGE3 R1G Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A84-0;a84-rin-508;10.209.2.14;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A84-0;a84-rin-508;10.209.2.14;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A74-4;a74-rin-365;10.209.2.103;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A78-4;a78-rin-349;10.209.2.91;SYSTEM;Shelf;System Time Not Available;Minor;Revisar ordem de prioridade das fontes de clock TDM configuradas no NE
Milegate;GRS-A78-4;a78-rin-349;10.209.2.91;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;GRS-A86-4;a86-rin-521;10.209.2.135;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A79-4;a79-rin-353;10.209.2.87;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A79-4;a79-rin-353;10.209.2.87;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;GRS-A89-4;a89-rin-549;10.209.2.143;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A82-0;a82-rin-380;10.209.1.62;CARD;unit-3; Plugged;Critical;Cartao com falha inoperante
Milegate;GRS-A82-0;a82-rin-380;10.209.1.62;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A88-4;a88-rin-529;10.209.2.139;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;GRS-A88-0;a88-rin-528;10.209.2.138;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A88-0;a88-rin-528;10.209.2.138;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A88-0;a88-rin-528;10.209.2.138;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 4;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A88-0;a88-rin-528;10.209.2.138;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;GRS-A86-0;a86-rin-520;10.209.2.134;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;GRS-A86-0;a86-rin-520;10.209.2.134;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-A86-0;a86-rin-520;10.209.2.134;CARD;unit-17;LOMI8 R1C Plugged;Critical;Cartao com falha inoperante
Milegate;GRS-A72-0;a72-rin-297;10.209.2.50;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A72-0;a72-rin-297;10.209.2.50;SYSTEM;FAN Tray;Unit Not Available;Critical;Bandeja de ventilacao do shelf esta inoperante
Milegate;GRS-A69-0;a69-rin-324;10.209.2.122;SYSTEM;Shelf;Protecting CU Active;Minor;""
Milegate;GRS-A85-0;a85-rin-512;10.209.2.26;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-A85-0;a85-rin-512;10.209.2.26;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Zhone;OCO-A32-0;a32-rin-414;10.209.65.150;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;OCO-A17-0;a17-rin-350;10.209.65.110;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;OCO-A17-5;a17-rin-352;10.209.65.112;CARD;b: MXK FOUR GIGE;NOT_PROV;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;OCO-A23-0;a23-rin-374;10.209.65.134;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;OCO-A23-0;a23-rin-374;10.209.65.134;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;OCO-A22-0;a22-rin-370;10.209.65.130;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;OCO-A27-0;a27-rin-390;10.209.65.146;CARD;b: MXK FOUR GIGE;NOT_PROV;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;OCO-A18-1;a18-rin-355;10.209.65.115;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;OCO-A18-1;a18-rin-355;10.209.65.115;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;OCO-A09-1;a09-rin-288;10.209.65.48;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;OCO-A18-0;a18-rin-354;10.209.65.114;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;OCO-A23-1;a23-rin-375;10.209.65.135;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;OCO-A20-0;a20-rin-362;10.209.65.122;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;OCO-A20-0;a20-rin-362;10.209.65.122;CARD;1: MXK 72 PORT POTS;LOADING;Critical;Cartao com falha inoperante
Zhone;OCO-A27-1;a27-rin-392;10.209.65.148;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;OCO-A27-1;a27-rin-392;10.209.65.148;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;OCO-A21-1;a21-rin-383;10.209.65.127;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;OCO-A21-1;a21-rin-383;10.209.65.127;SYSTEM;Shelf;shelf_controller_fault;Minor;""
Zhone;OCO-A21-1;a21-rin-383;10.209.65.127;SYSTEM;Shelf;fan_tray_removed;Minor;""
Zhone;OCO-A21-1;a21-rin-383;10.209.65.127;CARD;1: MXK 72 PORT POTS;LOADING;Critical;Cartao com falha inoperante
Milegate;GRS-I09-4;i09-rin-79;10.209.1.79;CARD;unit-13;COGE1 R4D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;OCO-A22;a22-rin-372;10.209.65.132;SYSTEM;alarm-1;Door_Open;Minor;""
Milegate;OCO-A22;a22-rin-372;10.209.65.132;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;OCO-A22;a22-rin-372;10.209.65.132;CARD;unit-13;COGE3 R1C Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;OCO-A12-6;a12-rin-431;10.209.65.72;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-I07-6;i07-rin-132;10.209.1.133;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-I09-0;i09-rin-43;10.209.1.70;SYSTEM;alarm-5;Porta Aberta;Warning;""
Milegate;GRS-I09-0;i09-rin-43;10.209.1.70;CARD;unit-13;COGE1 R4D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;OCO-A27-5;a27-rin-475;10.209.65.149;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;OCO-A18-4;a18-rin-356;10.209.65.116;SYSTEM;alarm-1;Door_Open;Minor;""
Milegate;OCO-A18-4;a18-rin-356;10.209.65.116;SYSTEM;alarm-2;Temperatura Alta;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;OCO-A18-4;a18-rin-356;10.209.65.116;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;OCO-A18-5;a18-rin-318;10.209.65.117;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;OCO-A14-0;a14-rin-298;10.209.65.58;SYSTEM;alarm-5;Porta Equipamentos;Critical;""
Milegate;OCO-A14-0;a14-rin-298;10.209.65.58;SYSTEM;alarm-7;Porta Baterias;Minor;""
Milegate;OCO-A29-5;a29-rin-269;10.209.65.168;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-I09-1;i09-rin-70;10.209.1.71;SYSTEM;alarm-7;GMG Operando;Critical;""
Milegate;GRS-I09-1;i09-rin-70;10.209.1.71;CARD;unit-13;COGE1 R4D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;OCO-A12-0;a12-rin-310;10.209.65.70;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;OCO-A12-0;a12-rin-310;10.209.65.70;SYSTEM;alarm-5;Porta Equipamentos;Critical;""
Milegate;OCO-A12-0;a12-rin-310;10.209.65.70;SYSTEM;alarm-7;Porta Baterias;Minor;""
Milegate;GRS-I09-3;i09-rin-78;10.209.1.78;CARD;unit-13;COGE1 R4E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;OCO-A15-0;a15-rin-306;10.209.65.66;SYSTEM;alarm-5;Porta Equipamentos;Critical;""
Milegate;OCO-A15-5;a15-rin-435;10.209.65.68;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;OCO-A07-0;a07-rin-254;10.209.65.14;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;OCO-A07-0;a07-rin-254;10.209.65.14;SYSTEM;alarm-5;Porta Equipamentos;Minor;""
Milegate;OCO-A07-0;a07-rin-254;10.209.65.14;SYSTEM;alarm-7;Porta Baterias;Critical;""
Milegate;OCO-A08-0;a08-rin-266;10.209.65.26;SYSTEM;alarm-1;Porta DG;Minor;""
Milegate;OCO-A08-0;a08-rin-266;10.209.65.26;SYSTEM;alarm-5;Porta de Equipamentos;Critical;""
Milegate;OCO-A29;a29-rin-399;10.209.65.167;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;OCO-A21;a21-rin-368;10.209.65.128;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;OCO-A21;a21-rin-368;10.209.65.128;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;OCO-A21;a21-rin-368;10.209.65.128;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;OCO-A21;a21-rin-368;10.209.65.128;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;OCO-A21;a21-rin-368;10.209.65.128;SYSTEM;alarm-1;Door_Open;Minor;""
Milegate;OCO-A14-4;a14-rin-299;10.209.65.59;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;GRS-I09-2;i09-rin-71;10.209.1.72;CARD;unit-13;COGE1 R4D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;GRS-I06-0;i06-rin-427;10.209.1.1;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-I06-0;i06-rin-427;10.209.1.1;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-I06-0;i06-rin-427;10.209.1.1;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 4;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;GRS-I07-1;i07-rin-130;10.209.1.131;CARD;unit-13;COGE1 R4D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;OCO-A11-1;a11-rin-259;10.209.65.19;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;GRS-I07-2;i07-rin-131;10.209.1.132;CARD;unit-13;COGE1 R4D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;OCO-A01-0;a01-rin-326;10.209.65.86;SYSTEM;alarm-7;Porta Baterias;Minor;""
Milegate;OCO-A27-4;a27-rin-391;10.209.65.147;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;OCO-A26-4;a26-rin-387;10.209.65.159;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;OCO-A26-4;a26-rin-387;10.209.65.159;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;OCO-A26-4;a26-rin-387;10.209.65.159;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;OCO-A26-4;a26-rin-387;10.209.65.159;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;OCO-A09-0;a09-rin-286;10.209.65.46;SYSTEM;alarm-1;Porta DG;Minor;""
Milegate;OCO-A09-0;a09-rin-286;10.209.65.46;SYSTEM;alarm-5;Porta Equipamentos;Critical;""
Milegate;OCO-A04-0;a04-rin-274;10.209.65.34;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;OCO-A04-0;a04-rin-274;10.209.65.34;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;OCO-A04-0;a04-rin-274;10.209.65.34;SYSTEM;alarm-5;Porta Equipamentos;Critical;""
Milegate;OCO-A17-4;a17-rin-351;10.209.65.111;SYSTEM;alarm-3;Falha de AC;Critical;""
Milegate;OCO-A25-4;a25-rin-304;10.209.65.64;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;OCO-A25-4;a25-rin-304;10.209.65.64;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;OCO-A25-4;a25-rin-304;10.209.65.64;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
