MODEL;MSAN;RIN;IP;TYPE;ITEM;DESCRIPTION;PRIORITY;COMMENTS
Zhone;SNE-A39-1;a39-rin-211;10.209.33.84;CARD;14: MXK 24 PORT VDSL2 POTS;FAULT;Critical;Cartao com falha inoperante
Milegate;SNE-A20;a20-rin-165;10.209.33.135;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A15-5-SIP;a15-rin-160;10.209.33.143;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A29;a29-rin-282;10.209.33.51;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A05-5;a05-rin-309;10.209.33.71;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A39-4;a39-rin-212;10.209.33.211;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A22-5;a22-rin-113;10.209.33.131;CARD;unit-13;COGE3 R1K Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A15-4;a15-rin-143;10.209.33.142;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SNE-A06-5;a06-rin-421;10.209.33.35;SYSTEM;FAN Tray;Unit Not Available;Critical;Bandeja de ventilacao do shelf esta inoperante
Milegate;SNE-A20-99;a20-rin-134;10.209.33.133;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SNE-A28-0;a28-rin-238;10.209.33.45;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 4;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SNE-A28-0;a28-rin-238;10.209.33.45;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;SNE-A03-0;a03-rin-66;10.209.33.65;SYSTEM;Shelf;NE Temperature Limit Approaching;Critical;Sobreaquecimento do shelf - verificar bandeja de FANs e sistema de ventilacao do armario
Milegate;SNE-A03-0;a03-rin-66;10.209.33.65;SYSTEM;alarm-1;Porta DG;Minor;""
Milegate;SNE-A03-0;a03-rin-66;10.209.33.65;SYSTEM;alarm-2;Temperatura Alta;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;SNE-A19-0;a19-rin-138;10.209.33.137;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SNE-A19-0;a19-rin-138;10.209.33.137;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;SNE-A19-0;a19-rin-138;10.209.33.137;CARD;unit-13;COGE1 R4E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A41-4;a41-rin-151;10.209.33.98;CARD;unit-18;SUPC4 R1D Plugged;Critical;Cartao com falha inoperante
Milegate;SNE-A28-5;a28-rin-240;10.209.33.47;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A05-0;a05-rin-70;10.209.33.69;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;SNE-A09;a09-rin-27;10.209.33.26;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SNE-A27-0;a27-rin-86;10.209.33.85;CARD;unit-3;SUPC4 Plugged;Critical;Cartao com falha inoperante
Milegate;SNE-A04-0;a04-rin-74;10.209.33.73;SYSTEM;alarm-3;Falha de AC;Critical;""
Milegate;SNE-A04-0;a04-rin-74;10.209.33.73;SYSTEM;alarm-7;Porta Baterias;Critical;""
Milegate;SNE-A06-0;a06-rin-34;10.209.33.33;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SNE-A06-0;a06-rin-34;10.209.33.33;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SNE-A06-0;a06-rin-34;10.209.33.33;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SNE-A40-5;a40-rin-270;10.209.34.3;CARD;unit-13;COGE3 R1C Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A18-0;a18-rin-90;10.209.33.89;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SNE-A18-0;a18-rin-90;10.209.33.89;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SNE-A18-0;a18-rin-90;10.209.33.89;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;SNE-A42-4;a42-rin-249;10.209.33.246;CARD;unit-13;COGE3 R1C Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A25-99;a25-rin-119;10.209.33.118;SYSTEM;FAN tray;Total Fan Breakdown;Critical;Bandeja de FANs do shelf inoperante
Milegate;SNE-A33-0;a33-rin-260;10.209.34.5;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A29-4;a29-rin-51;10.209.33.50;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SNE-A40;a40-rin-269;10.209.34.2;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;SNE-A40;a40-rin-269;10.209.34.2;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SNE-A40;a40-rin-269;10.209.34.2;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;SNE-A40;a40-rin-269;10.209.34.2;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SNE-A40;a40-rin-269;10.209.34.2;CARD;unit-13;COGE3 R1C Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A09-0;a09-rin-26;10.209.33.25;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SNE-A25-1;a25-rin-121;10.209.33.120;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SNE-A06-1;a06-rin-35;10.209.33.34;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SNE-A21-0;a21-rin-110;10.209.33.109;SYSTEM;alarm-5;Porta Equipamentos;Major;""
Milegate;SNE-A22;a22-rin-130;10.209.33.129;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SNE-A22;a22-rin-130;10.209.33.129;SYSTEM;alarm-7;PORTA BATERIAS;Critical;""
Milegate;SNE-A42-0;a42-rin-252;10.209.33.245;CARD;unit-13;COGE3 R1C Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A15-0;a15-rin-142;10.209.33.141;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 3;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SNE-A15-0;a15-rin-142;10.209.33.141;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SNE-A15-0;a15-rin-142;10.209.33.141;SYSTEM;alarm-3;Falha de AC;Critical;""
Milegate;SNE-A25;a25-rin-118;10.209.33.117;SYSTEM;alarm-2;Temperatura Alta;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;SNE-A12-0;a12-rin-14;10.209.33.13;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;SNE-A12-0;a12-rin-14;10.209.33.13;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SNE-A12-0;a12-rin-14;10.209.33.13;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;SNE-A12-0;a12-rin-14;10.209.33.13;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SNE-A10-0;a10-rin-6;10.209.33.5;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SNE-A08-0;a08-rin-30;10.209.33.29;SYSTEM;alarm-1;Door_Open;Critical;""
Zhone;SNE-A49-0;a49-rin-193;10.209.34.65;SYSTEM;Shelf;power_supply_b_failure;Minor;""
Zhone;SNE-A49-0;a49-rin-193;10.209.34.65;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;SNE-A46-1;a46-rin-256;10.209.34.25;SYSTEM;Shelf;power_supply_b_failure;Minor;""
Zhone;SNE-A46-1;a46-rin-256;10.209.34.25;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;SNE-A45-0;a45-rin-276;10.209.34.13;SYSTEM;Shelf;power_supply_b_failure;Minor;""
Zhone;SNE-A45-0;a45-rin-276;10.209.34.13;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;SNE-A45-0;a45-rin-276;10.209.34.13;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;SNE-A44-0;a44-rin-272;10.209.34.21;SYSTEM;Shelf;power_supply_b_failure;Minor;""
Zhone;SNE-A44-0;a44-rin-272;10.209.34.21;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;SNE-A48-0;a48-rin-191;10.209.34.61;SYSTEM;Shelf;power_supply_b_failure;Minor;""
Zhone;SNE-A48-0;a48-rin-191;10.209.34.61;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;SNE-A48-0;a48-rin-191;10.209.34.61;CARD;b: MXK FOUR GIGE;NOT_PROV;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A56-4;a56-rin-235;10.209.34.94;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A55-4;a55-rin-233;10.209.34.90;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A50-4;a50-rin-196;10.209.34.70;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A57-0;a57-rin-236;10.209.34.97;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A61;a61-rin-403;10.209.34.102;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SBO-A20-5;a20-rin-308;10.209.97.63;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A54-4;a54-rin-205;10.209.34.87;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A54-1;a54-rin-204;10.209.34.86;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A57-4;a57-rin-237;10.209.34.98;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A50-0;a50-rin-195;10.209.34.69;SYSTEM;alarm-1;"";Warning;""
Milegate;SNE-A50-0;a50-rin-195;10.209.34.69;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A56-0;a56-rin-234;10.209.34.93;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A45;a45-rin-277;10.209.34.14;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;SNE-A45;a45-rin-277;10.209.34.14;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A54-0;a54-rin-203;10.209.34.85;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A55-0;a55-rin-232;10.209.34.89;SYSTEM;Shelf;PETS Holdover;Minor;""
Milegate;SNE-A55-0;a55-rin-232;10.209.34.89;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SNE-A55-0;a55-rin-232;10.209.34.89;SYSTEM;Shelf;All Selected PETS Clock Sources Lost;Minor;""
Milegate;SNE-A55-0;a55-rin-232;10.209.34.89;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SNE-A55-0;a55-rin-232;10.209.34.89;CARD;unit-13;COGE3 R1F Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SBO-A19-5;a19-rin-289;10.209.97.19;CARD;unit-13;COGE3 R1H Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SBO-A25;a25-rin-291;10.209.97.46;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SNE-A44;a44-rin-273;10.209.34.22;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SBO-A20;a20-rin-306;10.209.97.61;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SBO-A20;a20-rin-306;10.209.97.61;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SBO-A08-1;a08-rin-351;10.209.97.106;CARD;unit-6;SUPC4 R1D Plugged;Critical;Cartao com falha inoperante
Milegate;SNE-A52-0;a52-rin-199;10.209.34.77;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SNE-A52-0;a52-rin-199;10.209.34.77;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SNE-A51-4;a51-rin-198;10.209.34.74;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SBO-A19-99;a19-rin-262;10.209.97.17;SYSTEM;alarm-3;Falha de AC;Critical;""
Milegate;SNE-A51-0;a51-rin-197;10.209.34.73;CARD;unit-13;COGE1 R4E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SBO-A03-0;a03-rin-370;10.209.97.125;SYSTEM;alarm-8;"";Warning;""
Milegate;SBO-A03-0;a03-rin-370;10.209.97.125;SYSTEM;alarm-11;"";Warning;""
Milegate;SNE-A48-4;a48-rin-192;10.209.34.62;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SBO-A09-0;a09-rin-334;10.209.97.89;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SBO-A09-0;a09-rin-334;10.209.97.89;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;SBO-A16-0;a16-rin-310;10.209.97.65;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SNE-A43-0;a43-rin-250;10.209.34.16;CARD;unit-13;COGE3 R1D Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SBO-A12-99;a12-rin-326;10.209.97.81;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;SBO-A25-0;a25-rin-290;10.209.97.45;SYSTEM;alarm-2;Temperatura Alta;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;SBO-A24-0;a24-rin-254;10.209.97.9;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SBO-A24-0;a24-rin-254;10.209.97.9;SYSTEM;alarm-7;Porta Baterias;Critical;""
Milegate;SBO-A05-0;a05-rin-366;10.209.97.121;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;SBO-A04-0;a04-rin-374;10.209.97.129;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SBO-A04-0;a04-rin-374;10.209.97.129;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SBO-A04-0;a04-rin-374;10.209.97.129;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SBO-A06-4;a06-rin-347;10.209.97.102;SYSTEM;FAN Tray;Unit Not Available;Critical;Bandeja de ventilacao do shelf esta inoperante
Milegate;SBO-A11-0;a11-rin-354;10.209.97.109;SYSTEM;FAN tray;Total Fan Breakdown;Critical;Bandeja de FANs do shelf inoperante
Milegate;SBO-A11-0;a11-rin-354;10.209.97.109;SYSTEM;alarm-1;"";Warning;""
Milegate;SBO-A11-0;a11-rin-354;10.209.97.109;SYSTEM;alarm-4;"";Warning;""
Milegate;SBO-A11-0;a11-rin-354;10.209.97.109;SYSTEM;alarm-5;"";Warning;""
Milegate;SBO-A11-0;a11-rin-354;10.209.97.109;SYSTEM;alarm-7;"";Warning;""
Milegate;SNE-A49-4;a49-rin-194;10.209.34.66;CARD;unit-13;COGE3 R1E Plugged;Minor;Cartao nao comissionado ou desativado presente no slot
Milegate;SBO-A07-0;a07-rin-338;10.209.97.93;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SBO-A07-0;a07-rin-338;10.209.97.93;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SBO-A07-0;a07-rin-338;10.209.97.93;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;SBO-A07-0;a07-rin-338;10.209.97.93;SYSTEM;alarm-8;Porta de Baterias;Critical;""
Milegate;SBO-A07-0;a07-rin-338;10.209.97.93;CARD;unit-5; Plugged;Critical;Cartao com falha inoperante
Milegate;SBO-A07-0;a07-rin-338;10.209.97.93;CARD;unit-6; Plugged;Critical;Cartao com falha inoperante
Milegate;SBO-A07-0;a07-rin-338;10.209.97.93;CARD;unit-13; Plugged;Critical;Cartao com falha inoperante
Milegate;SBO-A21-0;a21-rin-286;10.209.97.41;SYSTEM;alarm-7;Porta Baterias;Critical;""
Milegate;SBO-A27-0;a27-rin-246;10.209.97.1;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;SBO-A27-0;a27-rin-246;10.209.97.1;CARD;unit-15; Plugged;Critical;Cartao com falha inoperante
Milegate;SBO-A08-0;a08-rin-350;10.209.97.105;SYSTEM;alarm-7;Porta Baterias;Critical;""
Milegate;SBO-A28-0;a28-rin-410;10.209.97.165;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 1;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SBO-A28-0;a28-rin-410;10.209.97.165;SYSTEM;Shelf;PETS Clock Source Not Primary;Minor;""
Milegate;SBO-A28-0;a28-rin-410;10.209.97.165;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SBO-A28-0;a28-rin-410;10.209.97.165;SYSTEM;alarm-4;Falha de Fan;Critical;Alarme externo de falha no do sistema de ventilacao do armario
Milegate;SBO-A28-0;a28-rin-410;10.209.97.165;SYSTEM;alarm-7;PORTA BATERIAS;Critical;""
Milegate;SBO-A18-0;a18-rin-406;10.209.97.161;SYSTEM;alarm-1;Porta Dg;Minor;""
Milegate;SBO-A23-0;a23-rin-250;10.209.97.5;SYSTEM;alarm-7;Porta Baterias;Critical;""
Milegate;SBO-A17;a17-rin-386;10.209.97.141;SYSTEM;alarm-5;Porta Equipamentos;Major;""
Milegate;SBO-A17;a17-rin-386;10.209.97.141;SYSTEM;alarm-7;Porta Baterias;Critical;""
Milegate;SBO-A15-0;a15-rin-266;10.209.97.21;SYSTEM;Shelf;Loss Of Signal On PDH Clock Source 2;Major;LOSS em uma das fontes de sincronismo E1 TDM
Milegate;SBO-A15-0;a15-rin-266;10.209.97.21;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SBO-A15-0;a15-rin-266;10.209.97.21;SYSTEM;alarm-7;Porta Baterias;Critical;""
Milegate;SBO-A24;a24-rin-255;10.209.97.10;SYSTEM;FAN tray;Total Fan Breakdown;Critical;Bandeja de FANs do shelf inoperante
Milegate;SBO-A22-1;a22-rin-259;10.209.97.14;SYSTEM;FAN tray;Partial Fan Breakdown;Major;Falha na bandeja de FANs do shelf
Milegate;SBO-A26-0;a26-rin-294;10.209.97.49;SYSTEM;alarm-1;PORTA DG;Minor;""
Zhone;MAU-A05-1;a05-rin-7;10.209.241.7;SYSTEM;Shelf;power_supply_b_failure;Minor;""
Zhone;MAU-A05-1;a05-rin-7;10.209.241.7;CARD;b: MXK FOUR GIGE;NOT_PROV;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;SBO-A42-0;a42-rin-466;10.209.97.221;SYSTEM;Shelf;power_supply_b_failure;Minor;""
Zhone;MAU-A01-0;a01-rin-74;10.209.241.74;SYSTEM;Shelf;power_supply_a_failure;Minor;""
Zhone;MAU-A01-0;a01-rin-74;10.209.241.74;SYSTEM;FAN tray;fan_speed_error;Critical;Falha na bandeja de FANs do shelf
Zhone;MAU-A01-0;a01-rin-74;10.209.241.74;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;MAU-A17-1;a17-rin-103;10.209.241.135;SYSTEM;Shelf;power_supply_b_failure;Minor;""
Zhone;MAU-A17-1;a17-rin-103;10.209.241.135;CARD;b: UNKNOWN TYPE;FAULT;Critical;Cartao com falha inoperante
Zhone;MAU-A15-1;a15-rin-103;10.209.241.103;SYSTEM;Shelf;power_supply_b_failure;Minor;""
Zhone;MAU-A15-1;a15-rin-103;10.209.241.103;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;MAU-A10-0;a10-rin-98;10.209.241.130;SYSTEM;Shelf;power_supply_b_failure;Minor;""
Zhone;MAU-A10-0;a10-rin-98;10.209.241.130;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;MAU-A18-1;a18-rin-107;10.209.241.107;SYSTEM;Shelf;power_supply_b_failure;Minor;""
Zhone;MAU-A18-1;a18-rin-107;10.209.241.107;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;MAU-A08-1;a08-rin-35;10.209.241.35;SYSTEM;Shelf;power_supply_b_failure;Minor;""
Zhone;MAU-A08-1;a08-rin-35;10.209.241.35;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;MAU-A07-1;a07-rin-15;10.209.241.15;SYSTEM;Shelf;power_supply_a_failure;Minor;""
Zhone;MAU-A07-1;a07-rin-15;10.209.241.15;SYSTEM;Shelf;not_in_redundant_mode;Minor;""
Zhone;MAU-A07-1;a07-rin-15;10.209.241.15;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;MAU-A07-1;a07-rin-15;10.209.241.15;INTERFACE;1-b-2-0/eth;Inactive;Minor;Secondary Inactive
Zhone;MAU-A22;a22-rin-98;10.209.241.98;SYSTEM;Shelf;power_supply_a_failure;Minor;""
Zhone;MAU-A09-0;a09-rin-38;10.209.241.38;SYSTEM;Shelf;power_supply_a_failure;Minor;""
Zhone;MAU-A09-0;a09-rin-38;10.209.241.38;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;MAU-A21-1;a21-rin-107;10.209.241.139;SYSTEM;Shelf;power_supply_b_failure;Minor;""
Zhone;MAU-A21-1;a21-rin-107;10.209.241.139;CARD;b: MXK FOUR GIGE;NOT_PROV;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;MAU-A13-1;a13-rin-47;10.209.241.47;SYSTEM;Shelf;power_supply_b_failure;Minor;""
Zhone;MAU-A13-1;a13-rin-47;10.209.241.47;CARD;b: MXK FOUR GIGE;RESET;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;SBO-A45-0;a45-rin-487;10.209.97.245;SYSTEM;Shelf;power_supply_a_failure;Minor;""
Zhone;SBO-A45-0;a45-rin-487;10.209.97.245;CARD;b: MXK FOUR GIGE;NOT_PROV;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;MAU-A15-0;a15-rin-102;10.209.241.102;SYSTEM;Shelf;power_supply_a_failure;Minor;""
Zhone;MAU-A15-0;a15-rin-102;10.209.241.102;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;SBO-A45-1;a45-rin-488;10.209.97.246;SYSTEM;Shelf;power_supply_a_failure;Minor;""
Zhone;MAU-A11-0;a11-rin-2;10.209.241.2;SYSTEM;Shelf;power_supply_a_failure;Minor;""
Zhone;MAU-A11-0;a11-rin-2;10.209.241.2;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;SBO-A44-0;a44-rin-474;10.209.97.229;SYSTEM;Shelf;power_supply_b_failure;Minor;""
Zhone;MAU-A19-1;a19-rin-115;10.209.241.115;SYSTEM;Shelf;power_supply_b_failure;Minor;""
Zhone;MAU-A19-1;a19-rin-115;10.209.241.115;CARD;b: MXK FOUR GIGE;RESET_HOLD;Minor;Cartao nao comissionado ou desativado presente no slot
Zhone;SBO-A41-1;a41-rin-451;10.209.97.206;SYSTEM;Shelf;power_supply_a_failure;Minor;""
